postcode,division,district,thana,suboffice,postcode_num
3040,Sylhet,Sunamganj,Dhirai Chandpur,Dhirai Chandpur,3040
3041,Sylhet,Sunamganj,Dhirai Chandpur,Jagdal,3041
3070,Sylhet,Sunamganj,Duara bazar,Duara bazar,3070
3050,Sylhet,Sunamganj,Ghungiar,Ghungiar,3050
3062,Sylhet,Sunamganj,Jagnnathpur,Atuajan,3062
3063,Sylhet,Sunamganj,Jagnnathpur,Hasan Fatemapur,3063
3060,Sylhet,Sunamganj,Jagnnathpur,Jagnnathpur,3060
3064,Sylhet,Sunamganj,Jagnnathpur,Rasulganj,3064
3065,Sylhet,Sunamganj,Jagnnathpur,Shiramsi,3065
3061,Sylhet,Sunamganj,Jagnnathpur,Saidpur,3061
3127,Sylhet,Sylhet,Balaganj,Kathal Khair,3127
3020,Sylhet,Sunamganj,Sachna,Sachna,3020
3001,Sylhet,Sunamganj,Sunamganj Sadar,Pagla,3001
3002,Sylhet,Sunamganj,Sunamganj Sadar,Patharia,3002
3000,Sylhet,Sunamganj,Sunamganj Sadar,Sunamganj Sadar,3000
3030,Sylhet,Sunamganj,Tahirpur,Tahirpur,3030
3120,Sylhet,Sylhet,Balaganj,Balaganj,3120
3125,Sylhet,Sylhet,Balaganj,Begumpur,3125
3122,Sylhet,Sylhet,Balaganj,Brahman Shashon,3122
3128,Sylhet,Sylhet,Balaganj,Gaharpur,3128
3124,Sylhet,Sylhet,Balaganj,Goala Bazar,3124
3121,Sylhet,Sylhet,Balaganj,Karua,3121
3129,Sylhet,Sylhet,Balaganj,Natun Bazar,3129
3126,Sylhet,Sylhet,Balaganj,Omarpur,3126
3123,Sylhet,Sylhet,Balaganj,Tajpur,3123
3170,Sylhet,Sylhet,Bianibazar,Bianibazar,3170
3175,Sylhet,Sylhet,Bianibazar,Churkai,3175
3171,Sylhet,Sylhet,Bianibazar,jaldup,3171
3173,Sylhet,Sylhet,Bianibazar,Kurar bazar,3173
3172,Sylhet,Sylhet,Bianibazar,Mathiura,3172
3174,Sylhet,Sylhet,Bianibazar,Salia bazar,3174
3130,Sylhet,Sylhet,Bishwanath,Bishwanath,3130
3131,Sylhet,Sylhet,Bishwanath,Dashghar,3131
3133,Sylhet,Sylhet,Bishwanath,Deokalas,3133
3132,Sylhet,Sylhet,Bishwanath,Doulatpur,3132
3134,Sylhet,Sylhet,Bishwanath,Singer kanch,3134
3116,Sylhet,Sylhet,Fenchuganj,Fenchuganj,3116
3117,Sylhet,Sylhet,Fenchuganj,Fenchuganj SareKarkh,3117
3152,Sylhet,Sylhet,Goainghat,Chiknagul,3152
3150,Sylhet,Sylhet,Goainghat,Goainghat,3150
3151,Sylhet,Sylhet,Goainghat,Jaflong,3151
3164,Sylhet,Sylhet,Golapganj,Banigram,3164
3165,Sylhet,Sylhet,Golapganj,Chandanpur,3165
3162,Sylhet,Sylhet,Golapganj,Dakkhin Bhadashore,3162
3161,Sylhet,Sylhet,Golapganj,Dhaka Dakkshin,3161
3160,Sylhet,Sylhet,Golapganj,Golapganj,3160
3163,Sylhet,Sylhet,Golapganj,Ranaping,3163
3156,Sylhet,Sylhet,Jaintapur,Jaintapur,3156
3191,Sylhet,Sylhet,Jakiganj,Ichhamati,3191
3190,Sylhet,Sylhet,Jakiganj,Jakiganj,3190
3181,Sylhet,Sylhet,Kanaighat,Chatulbazar,3181
3183,Sylhet,Sylhet,Kanaighat,Gachbari,3183
3180,Sylhet,Sylhet,Kanaighat,Kanaighat,3180
3182,Sylhet,Sylhet,Kanaighat,Manikganj,3182
3140,Sylhet,Sylhet,Kompanyganj,Companyganj,3140
3106,Sylhet,Sylhet,Sylhet Sadar,Birahimpur,3106
3107,Sylhet,Sylhet,Sylhet Sadar,Jalalabad,3107
3104,Sylhet,Sylhet,Sylhet Sadar,Jalalabad Cantoment,3104
3111,Sylhet,Sylhet,Sylhet Sadar,Kadamtali,3111
3112,Sylhet,Sylhet,Sylhet Sadar,Kamalbazer,3112
3103,Sylhet,Sylhet,Sylhet Sadar,Khadimnagar,3103
3113,Sylhet,Sylhet,Sylhet Sadar,Lalbazar,3113
3108,Sylhet,Sylhet,Sylhet Sadar,Mogla,3108
3109,Sylhet,Sylhet,Sylhet Sadar,Ranga Hajiganj,3109
3114,Sylhet,Sylhet,Sylhet Sadar,Shahajalal Science &amp;,3114
3105,Sylhet,Sylhet,Sylhet Sadar,Silam,3105
3100,Sylhet,Sylhet,Sylhet Sadar,Sylhet Sadar,3100
3102,Sylhet,Sylhet,Sylhet Sadar,Sylhet Biman Bondar,3102
3101,Sylhet,Sylhet,Sylhet Sadar,Mangal Kandi,3101
4650,Chittagong,Bandarban,Alikadam,Alikadam,4650
4660,Chittagong,Bandarban,Naikhong,Naikhong,4660
4610,Chittagong,Bandarban,Roanchhari,Roanchhari,4610
4620,Chittagong,Bandarban,Ruma,Ruma,4620
4641,Chittagong,Bandarban,Thanchi,Lama,4641
4630,Chittagong,Bandarban,Thanchi,Thanchi,4630
3450,Chittagong,Brahmanbaria,Akhaura,Akhaura,3450
3451,Chittagong,Brahmanbaria,Akhaura,Azampur,3451
3452,Chittagong,Brahmanbaria,Akhaura,Gangasagar,3452
3420,Chittagong,Brahmanbaria,Banchharampur,Banchharampur,3420
3402,Chittagong,Brahmanbaria,Brahamanbaria Sadar,Ashuganj,3402
3403,Chittagong,Brahmanbaria,Brahamanbaria Sadar,Ashuganj Share,3403
3400,Chittagong,Brahmanbaria,Brahamanbaria Sadar,Brahamanbaria Sadar,3400
3404,Chittagong,Brahmanbaria,Brahamanbaria Sadar,Poun,3404
3401,Chittagong,Brahmanbaria,Brahamanbaria Sadar,Talshahar,3401
3462,Chittagong,Brahmanbaria,Kasba,Chandidar,3462
3463,Chittagong,Brahmanbaria,Kasba,Chargachh,3463
3464,Chittagong,Brahmanbaria,Kasba,Gopinathpur,3464
3460,Chittagong,Brahmanbaria,Kasba,Kasba,3460
3461,Chittagong,Brahmanbaria,Kasba,Kuti,3461
3419,Chittagong,Brahmanbaria,Nabinagar,Jibanganj,3419
3417,Chittagong,Brahmanbaria,Nabinagar,Kaitala,3417
3411,Chittagong,Brahmanbaria,Nabinagar,Laubfatehpur,3411
3410,Chittagong,Brahmanbaria,Nabinagar,Nabinagar,3410
3412,Chittagong,Brahmanbaria,Nabinagar,Rasullabad,3412
3414,Chittagong,Brahmanbaria,Nabinagar,Ratanpur,3414
3418,Chittagong,Brahmanbaria,Nabinagar,Salimganj,3418
3415,Chittagong,Brahmanbaria,Nabinagar,Shahapur,3415
3413,Chittagong,Brahmanbaria,Nabinagar,Shamgram,3413
3441,Chittagong,Brahmanbaria,Nasirnagar,Fandauk,3441
3440,Chittagong,Brahmanbaria,Nasirnagar,Nasirnagar,3440
3432,Chittagong,Brahmanbaria,Sarail,Chandura,3432
3430,Chittagong,Brahmanbaria,Sarail,Sarial,3430
3431,Chittagong,Brahmanbaria,Sarail,Shahbajpur,3431
3602,Chittagong,Chandpur,Chandpur Sadar,Baburhat,3602
3600,Chittagong,Chandpur,Chandpur Sadar,Chandpur Sadar,3600
3601,Chittagong,Chandpur,Chandpur Sadar,Puranbazar,3601
3603,Chittagong,Chandpur,Chandpur Sadar,Sahatali,3603
3651,Chittagong,Chandpur,Faridganj,Chandra,3651
3650,Chittagong,Chandpur,Faridganj,Faridganj,3650
3653,Chittagong,Chandpur,Faridganj,Gridkaliandia,3653
3655,Chittagong,Chandpur,Faridganj,Islampur Shah Isain,3655
3654,Chittagong,Chandpur,Faridganj,Rampurbazar,3654
3652,Chittagong,Chandpur,Faridganj,Rupsha,3652
3611,Chittagong,Chandpur,Hajiganj,Bolakhal,3611
3610,Chittagong,Chandpur,Hajiganj,Hajiganj,3610
3661,Chittagong,Chandpur,Hayemchar,Gandamara,3661
3660,Chittagong,Chandpur,Hayemchar,Hayemchar,3660
3630,Chittagong,Chandpur,Kachua,Kachua,3630
3631,Chittagong,Chandpur,Kachua,Pak Shrirampur,3631
3632,Chittagong,Chandpur,Kachua,Rahima Nagar,3632
3633,Chittagong,Chandpur,Kachua,Shachar,3633
3642,Chittagong,Chandpur,Matlobganj,Kalipur,3642
3640,Chittagong,Chandpur,Matlobganj,Matlobganj,3640
3641,Chittagong,Chandpur,Matlobganj,Mohanpur,3641
3623,Chittagong,Chandpur,Shahrasti,Chotoshi,3623
3624,Chittagong,Chandpur,Shahrasti,Islamia Madrasha,3624
3621,Chittagong,Chandpur,Shahrasti,Khilabazar,3621
3622,Chittagong,Chandpur,Shahrasti,Pashchim Kherihar Al,3622
3620,Chittagong,Chandpur,Shahrasti,UNKILA,3620
4376,Chittagong,Chittagong,Anawara,Anowara,4376
4378,Chittagong,Chittagong,Anawara,Battali,4378
4377,Chittagong,Chittagong,Anawara,Paroikora,4377
4366,Chittagong,Chittagong,Boalkhali,Boalkhali,4366
4369,Chittagong,Chittagong,Boalkhali,Charandwip,4369
4365,Chittagong,Chittagong,Boalkhali,Iqbal Park,4365
4368,Chittagong,Chittagong,Boalkhali,Kadurkhal,4368
4363,Chittagong,Chittagong,Boalkhali,Kanungopara,4363
4367,Chittagong,Chittagong,Boalkhali,Sakpura,4367
4364,Chittagong,Chittagong,Boalkhali,Saroatoli,4364
4221,Chittagong,Chittagong,Chattogram Sadar,Al- Amin Baria Madra,4221
4211,Chittagong,Chittagong,Chattogram Sadar,Amin Jute Mills,4211
4215,Chittagong,Chittagong,Chattogram Sadar,Anandabazar,4215
4210,Chittagong,Chittagong,Chattogram Sadar,Bayezid Bostami,4210
4212,Chittagong,Chittagong,Chattogram Sadar,Chandgaon,4212
4203,Chittagong,Chittagong,Chattogram Sadar,Chawkbazar,4203
4220,Chittagong,Chittagong,Chattogram Sadar,Chitt. Cantonment,4220
4219,Chittagong,Chittagong,Chattogram Sadar,Chitt. Customs Acca,4219
4209,Chittagong,Chittagong,Chattogram Sadar,Chitt. Politechnic In,4209
4218,Chittagong,Chittagong,Chattogram Sadar,Chitt. Sailers Colon,4218
4205,Chittagong,Chittagong,Chattogram Sadar,Chattogram Airport,4205
4100,Chittagong,Chittagong,Chattogram Sadar,Chattogram Bandar,4100
4000,Chittagong,Chittagong,Chattogram Sadar,Chattogram GPO,4000
4223,Chittagong,Chittagong,Chattogram Sadar,Export Processing,4223
4207,Chittagong,Chittagong,Chattogram Sadar,Firozshah,4207
4216,Chittagong,Chittagong,Chattogram Sadar,Halishahar,4216
4225,Chittagong,Chittagong,Chattogram Sadar,Khulshi,4225
4214,Chittagong,Chittagong,Chattogram Sadar,Jalalabad,4214
4206,Chittagong,Chittagong,Chattogram Sadar,Jaldia Merine Accade,4206
4222,Chittagong,Chittagong,Chattogram Sadar,Middle Patenga,4222
4208,Chittagong,Chittagong,Chattogram Sadar,Mohard,4208
4226,Chittagong,Chittagong,Chattogram Sadar,North Halishahar,4226
4217,Chittagong,Chittagong,Chattogram Sadar,North Katuli,4217
4202,Chittagong,Chittagong,Chattogram Sadar,Pahartoli,4202
4204,Chittagong,Chittagong,Chattogram Sadar,Patenga,4204
4224,Chittagong,Chittagong,Chattogram Sadar,Rampur TSO,4224
4213,Chittagong,Chittagong,Chattogram Sadar,Wazedia,4213
4383,Chittagong,Chittagong,East Joara,Barma,4383
4382,Chittagong,Chittagong,East Joara,Dohazari,4382
4380,Chittagong,Chittagong,East Joara,East Joara,4380
4381,Chittagong,Chittagong,East Joara,Gachbaria,4381
4352,Chittagong,Chittagong,Fatikchhari,Bhandar Sharif,4352
4350,Chittagong,Chittagong,Fatikchhari,Fatikchhari,4350
4354,Chittagong,Chittagong,Fatikchhari,Harualchhari,4354
4353,Chittagong,Chittagong,Fatikchhari,Najirhat,4353
4351,Chittagong,Chittagong,Fatikchhari,Nanupur,4351
4355,Chittagong,Chittagong,Fatikchhari,Narayanhat,4355
4331,Chittagong,Chittagong,Hathazari,Chitt.University,4331
4335,Chittagong,Chittagong,Hathazari,Fatahabad,4335
4332,Chittagong,Chittagong,Hathazari,Gorduara,4332
4330,Chittagong,Chittagong,Hathazari,Hathazari,4330
4333,Chittagong,Chittagong,Hathazari,Katirhat,4333
4339,Chittagong,Chittagong,Hathazari,Madrasa,4339
4334,Chittagong,Chittagong,Hathazari,Mirzapur,4334
4337,Chittagong,Chittagong,Hathazari,Nuralibari,4337
4338,Chittagong,Chittagong,Hathazari,Yunus Nagar,4338
4393,Chittagong,Chittagong,Jaldi,Banigram,4393
4392,Chittagong,Chittagong,Jaldi,Gunagari,4392
4390,Chittagong,Chittagong,Jaldi,Jaldi,4390
4391,Chittagong,Chittagong,Jaldi,Khan Bahadur,4391
4398,Chittagong,Chittagong,Lohagara,Chunti,4398
4396,Chittagong,Chittagong,Lohagara,Lohagara,4396
4397,Chittagong,Chittagong,Lohagara,Padua,4397
4321,Chittagong,Chittagong,Mirsharai,Abutorab,4321
4325,Chittagong,Chittagong,Mirsharai,Azampur,4325
4323,Chittagong,Chittagong,Mirsharai,Bharawazhat,4323
4322,Chittagong,Chittagong,Mirsharai,Daraga Hat,4322
4324,Chittagong,Chittagong,Mirsharai,Joarganj,4324
4327,Chittagong,Chittagong,Mirsharai,Korerhat,4327
4320,Chittagong,Chittagong,Mirsharai,Mirsharai,4320
4328,Chittagong,Chittagong,Mirsharai,Mohazanhat,4328
4371,Chittagong,Chittagong,Patiya,Budhpara,4371
4370,Chittagong,Chittagong,Patiya,Patiya Head Office,4370
4361,Chittagong,Chittagong,Rangunia,Dhamair,4361
4360,Chittagong,Chittagong,Rangunia,Rangunia,4360
4349,Chittagong,Chittagong,Raozan,B.I.T Post Office,4349
4341,Chittagong,Chittagong,Raozan,Beenajuri,4341
4347,Chittagong,Chittagong,Raozan,Dewanpur,4347
4345,Chittagong,Chittagong,Raozan,Fatepur,4345
4343,Chittagong,Chittagong,Raozan,Gahira,4343
4346,Chittagong,Chittagong,Raozan,Guzra Noapara,4346
4344,Chittagong,Chittagong,Raozan,jagannath Hat,4344
4342,Chittagong,Chittagong,Raozan,Kundeshwari,4342
4348,Chittagong,Chittagong,Raozan,Mohamuni,4348
4340,Chittagong,Chittagong,Raozan,Rouzan,4340
4300,Chittagong,Chittagong,Sandwip,Sandwip,4300
4301,Chittagong,Chittagong,Sandwip,Shiberhat,4301
4302,Chittagong,Chittagong,Sandwip,Sandwip,4302
4387,Chittagong,Chittagong,Satkania,Baitul Ijjat,4387
4388,Chittagong,Chittagong,Satkania,Bazalia,4388
4386,Chittagong,Chittagong,Satkania,Satkania,4386
4312,Chittagong,Chittagong,Sitakunda,Barabkunda,4312
4311,Chittagong,Chittagong,Sitakunda,Baroidhala,4311
4313,Chittagong,Chittagong,Sitakunda,Bawashbaria,4313
4315,Chittagong,Chittagong,Sitakunda,Bhatiari,4315
4316,Chittagong,Chittagong,Sitakunda,Fouzdarhat,4316
4317,Chittagong,Chittagong,Sitakunda,Jafrabad,4317
4314,Chittagong,Chittagong,Sitakunda,Kumira,4314
4310,Chittagong,Chittagong,Sitakunda,Sitakunda,4310
3560,Chittagong,Cumilla,Barura,Barura,3560
3562,Chittagong,Cumilla,Barura,Murdafarganj,3562
3561,Chittagong,Cumilla,Barura,Poyalgachha,3561
3526,Chittagong,Cumilla,Brahmanpara,Brahmanpara,3526
3520,Chittagong,Cumilla,Burichang,Burichang,3520
3521,Chittagong,Cumilla,Burichang,Maynamoti bazar,3521
3510,Chittagong,Cumilla,Chandina,Mohichail,3510
3511,Chittagong,Cumilla,Chandina,Madhaiabazar,3511
3551,Chittagong,Cumilla,Chouddagram,Batisa,3551
3552,Chittagong,Cumilla,Chouddagram,Chiora,3552
3550,Chittagong,Cumilla,Chouddagram,Chouddagram,3550
3501,Chittagong,Cumilla,Comilla Sadar,Comilla Contoment,3501
3500,Chittagong,Cumilla,Comilla Sadar,Comilla Sadar,3500
3503,Chittagong,Cumilla,Comilla Sadar,Courtbari,3503
3502,Chittagong,Cumilla,Comilla Sadar,Halimanagar,3502
3504,Chittagong,Cumilla,Comilla Sadar,Suaganj,3504
3518,Chittagong,Cumilla,Daudkandi,Dashpara,3518
3516,Chittagong,Cumilla,Daudkandi,Daudkandi,3516
3519,Chittagong,Cumilla,Daudkandi,Eliotganj,3519
3517,Chittagong,Cumilla,Daudkandi,Gouripur,3517
3532,Chittagong,Cumilla,Davidhar,Barashalghar,3532
3530,Chittagong,Cumilla,Davidhar,Davidhar,3530
3533,Chittagong,Cumilla,Davidhar,Dhamtee,3533
3531,Chittagong,Cumilla,Davidhar,Gangamandal,3531
3546,Chittagong,Cumilla,Homna,Homna,3546
3572,Chittagong,Cumilla,Laksam,Bipulasar,3572
3570,Chittagong,Cumilla,Laksam,Laksam,3570
3571,Chittagong,Cumilla,Laksam,Laksam,3571
3582,Chittagong,Cumilla,Langalkot,Chhariabazar,3582
3581,Chittagong,Cumilla,Langalkot,Dhalua,3581
3583,Chittagong,Cumilla,Langalkot,Gunabati,3583
3580,Chittagong,Cumilla,Langalkot,Langalkot,3580
3543,Chittagong,Cumilla,Muradnagar,Bangra,3543
3542,Chittagong,Cumilla,Muradnagar,Companyganj,3542
3540,Chittagong,Cumilla,Muradnagar,Muradnagar,3540
3545,Chittagong,Cumilla,Muradnagar,Pantibazar,3545
3541,Chittagong,Cumilla,Muradnagar,Ramchandarpur,3541
3544,Chittagong,Cumilla,Muradnagar,Sonakanda,3544
4742,Chittagong,Cox's Bazar,Chiringga,Badarkali,4742
4740,Chittagong,Cox's Bazar,Chiringga,Chiringga,4740
4741,Chittagong,Cox's Bazar,Chiringga,Chiringga S.O,4741
4743,Chittagong,Cox's Bazar,Chiringga,Malumghat,4743
4700,Chittagong,Cox's Bazar,Coxs Bazar Sadar,Coxs Bazar Sadar,4700
4702,Chittagong,Cox's Bazar,Coxs Bazar Sadar,Eidga,4702
4701,Chittagong,Cox's Bazar,Coxs Bazar Sadar,Zhilanja,4701
4710,Chittagong,Cox's Bazar,Gorakghat,Gorakghat,4710
4720,Chittagong,Cox's Bazar,Kutubdia,Kutubdia,4720
4730,Chittagong,Cox's Bazar,Ramu,Ramu,4730
4761,Chittagong,Cox's Bazar,Teknaf,Hnila,4761
4762,Chittagong,Cox's Bazar,Teknaf,St.Martin,4762
4760,Chittagong,Cox's Bazar,Teknaf,Teknaf,4760
4750,Chittagong,Cox's Bazar,Ukhia,Ukhia,4750
3910,Chittagong,Feni,Chhagalnaia,Chhagalnaia,3910
3912,Chittagong,Feni,Chhagalnaia,Daraga Hat,3912
3911,Chittagong,Feni,Chhagalnaia,Maharajganj,3911
3913,Chittagong,Feni,Chhagalnaia,Puabashimulia,3913
3922,Chittagong,Feni,Dagonbhuia,Silonia,3922
3920,Chittagong,Feni,Dagonbhuia,Dagondhuia,3920
3921,Chittagong,Feni,Dagonbhuia,Dudmukha,3921
3923,Chittagong,Feni,Dagonbhuia,Rajapur,3923
3901,Chittagong,Feni,Feni Sadar,Fazilpur,3901
3900,Chittagong,Feni,Feni Sadar,Feni Sadar,3900
3903,Chittagong,Feni,Feni Sadar,Laskarhat,3903
3902,Chittagong,Feni,Feni Sadar,Sharshadie,3902
3942,Chittagong,Feni,Pashurampur,Fulgazi,3942
3943,Chittagong,Feni,Pashurampur,Munshirhat,3943
3940,Chittagong,Feni,Pashurampur,Pashurampur,3940
3941,Chittagong,Feni,Pashurampur,Shuarbazar,3941
3932,Chittagong,Feni,Sonagazi,Ahmadpur,3932
3933,Chittagong,Feni,Sonagazi,Kazirhat,3933
3931,Chittagong,Feni,Sonagazi,Motiganj,3931
3930,Chittagong,Feni,Sonagazi,Sonagazi,3930
4420,Chittagong,Khagrachhari,Diginala,Diginala,4420
4400,Chittagong,Khagrachhari,Khagrachari Sadar,Khagrachari Sadar,4400
4470,Chittagong,Khagrachhari,Laxmichhari,Laxmichhari,4470
4430,Chittagong,Khagrachhari,Mahalchhari,Mahalchhari,4430
4460,Chittagong,Khagrachhari,Manikchhari,Manikchhari,4460
4450,Chittagong,Khagrachhari,Matiranga,Matiranga,4450
4410,Chittagong,Khagrachhari,Panchhari,Panchhari,4410
4440,Chittagong,Khagrachhari,Ramghar Head Office,Ramghar Head Office,4440
3730,Chittagong,Lakshmipur,Char Alexgander,Char Alexgander,3730
3731,Chittagong,Lakshmipur,Char Alexgander,Hajirghat,3731
3732,Chittagong,Lakshmipur,Char Alexgander,Ramgatirhat,3732
3709,Chittagong,Lakshmipur,Lakshimpur Sadar,Amani Lakshimpur,3709
3702,Chittagong,Lakshmipur,Lakshimpur Sadar,Bhabaniganj,3702
3708,Chittagong,Lakshmipur,Lakshimpur Sadar,Chandraganj,3708
3707,Chittagong,Lakshmipur,Lakshimpur Sadar,Choupalli,3707
3701,Chittagong,Lakshmipur,Lakshimpur Sadar,Dalal Bazar,3701
3706,Chittagong,Lakshmipur,Lakshimpur Sadar,Duttapara,3706
3704,Chittagong,Lakshmipur,Lakshimpur Sadar,Keramatganj,3704
3700,Chittagong,Lakshmipur,Lakshimpur Sadar,Lakshimpur Sadar,3700
3703,Chittagong,Lakshmipur,Lakshimpur Sadar,Mandari,3703
3705,Chittagong,Lakshmipur,Lakshimpur Sadar,Rupchara,3705
3721,Chittagong,Lakshmipur,Ramganj,Alipur,3721
3725,Chittagong,Lakshmipur,Ramganj,Dolta,3725
3723,Chittagong,Lakshmipur,Ramganj,Kanchanpur,3723
3724,Chittagong,Lakshmipur,Ramganj,Naagmud,3724
3722,Chittagong,Lakshmipur,Ramganj,Panpara,3722
3720,Chittagong,Lakshmipur,Ramganj,Ramganj,3720
3714,Chittagong,Lakshmipur,Raypur,Bhuiyanbari,3714
3713,Chittagong,Lakshmipur,Raypur,Khaser Hat,3713
3712,Chittagong,Lakshmipur,Raypur,Nagerdighirpar,3712
3711,Chittagong,Lakshmipur,Raypur,Rakhallia,3711
3710,Chittagong,Lakshmipur,Raypur,Raipur,3710
3850,Chittagong,Noakhali,Basurhat,Basur Hat,3850
3851,Chittagong,Noakhali,Basurhat,Charhajari,3851
3831,Chittagong,Noakhali,Begumganj,Alaiarpur,3831
3847,Chittagong,Noakhali,Begumganj,Amisha Para,3847
3822,Chittagong,Noakhali,Begumganj,Banglabazar,3822
3824,Chittagong,Noakhali,Begumganj,Bazra,3824
3820,Chittagong,Noakhali,Begumganj,Begumganj,3820
3837,Chittagong,Noakhali,Begumganj,Bhabani Jibanpur,3837
3821,Chittagong,Noakhali,Begumganj,Choumohani,3821
3843,Chittagong,Noakhali,Begumganj,Dauti,3843
3848,Chittagong,Noakhali,Begumganj,Durgapur,3848
3828,Chittagong,Noakhali,Begumganj,Gopalpur,3828
3825,Chittagong,Noakhali,Begumganj,Jamidar Hat,3825
3844,Chittagong,Noakhali,Begumganj,Joyag,3844
3829,Chittagong,Noakhali,Begumganj,Joynarayanpur,3829
3833,Chittagong,Noakhali,Begumganj,Khalafat Bazar,3833
3842,Chittagong,Noakhali,Begumganj,Khalishpur,3842
3838,Chittagong,Noakhali,Begumganj,Maheshganj,3838
3823,Chittagong,Noakhali,Begumganj,Mir Owarishpur,3823
3839,Chittagong,Noakhali,Begumganj,Nadona,3839
3841,Chittagong,Noakhali,Begumganj,Nandiapara,3841
3835,Chittagong,Noakhali,Begumganj,Oachhekpur,3835
3834,Chittagong,Noakhali,Begumganj,Rajganj,3834
3827,Chittagong,Noakhali,Begumganj,Sonaimuri,3827
3832,Chittagong,Noakhali,Begumganj,Tangirpar,3832
3845,Chittagong,Noakhali,Begumganj,Thanar Hat,3845
3879,Chittagong,Noakhali,Chatkhil,Bansa Bazar,3879
3873,Chittagong,Noakhali,Chatkhil,Bodalcourt,3873
3870,Chittagong,Noakhali,Chatkhil,Chatkhil,3870
3878,Chittagong,Noakhali,Chatkhil,Dosh Gharia,3878
3877,Chittagong,Noakhali,Chatkhil,Karihati,3877
3872,Chittagong,Noakhali,Chatkhil,Khilpara,3872
3871,Chittagong,Noakhali,Chatkhil,Palla,3871
3874,Chittagong,Noakhali,Chatkhil,Rezzakpur,3874
3881,Chittagong,Noakhali,Chatkhil,Sahapur,3881
3882,Chittagong,Noakhali,Chatkhil,Sampara,3882
3883,Chittagong,Noakhali,Chatkhil,Shingbahura,3883
3875,Chittagong,Noakhali,Chatkhil,Solla,3875
3891,Chittagong,Noakhali,Hatiya,Afazia,3891
3890,Chittagong,Noakhali,Hatiya,Hatiya,3890
3892,Chittagong,Noakhali,Hatiya,Tamoraddi,3892
3811,Chittagong,Noakhali,Noakhali Sadar,Chaprashir Hat,3811
3812,Chittagong,Noakhali,Noakhali Sadar,Char Jabbar,3812
3809,Chittagong,Noakhali,Noakhali Sadar,Charam Tua,3809
3803,Chittagong,Noakhali,Noakhali Sadar,Din Monir Hat,3803
3807,Chittagong,Noakhali,Noakhali Sadar,Kabirhat,3807
3808,Chittagong,Noakhali,Noakhali Sadar,Khalifar Hat,3808
3806,Chittagong,Noakhali,Noakhali Sadar,Mriddarhat,3806
3801,Chittagong,Noakhali,Noakhali Sadar,Noakhali College,3801
3800,Chittagong,Noakhali,Noakhali Sadar,Noakhali Sadar,3800
3804,Chittagong,Noakhali,Noakhali Sadar,Pak Kishoreganj,3804
3802,Chittagong,Noakhali,Noakhali Sadar,Sonapur,3802
3862,Chittagong,Noakhali,Senbag,Beezbag,3862
3864,Chittagong,Noakhali,Senbag,Chatarpaia,3864
3861,Chittagong,Noakhali,Senbag,Kallyandi,3861
3863,Chittagong,Noakhali,Senbag,Kankirhat,3863
3860,Chittagong,Noakhali,Senbag,Senbag,3860
3865,Chittagong,Noakhali,Senbag,T.P. Lamua,3865
4570,Chittagong,Rangamati,Barakal,Barakal,4570
4550,Chittagong,Rangamati,Bilaichhari,Bilaichhari,4550
4560,Chittagong,Rangamati,Jarachhari,Jarachhari,4560
4511,Chittagong,Rangamati,Kalampati,Betbunia,4511
4510,Chittagong,Rangamati,Kalampati,Kalampati,4510
4531,Chittagong,Rangamati,kaptai,Chandraghona,4531
4530,Chittagong,Rangamati,kaptai,Kaptai,4530
4533,Chittagong,Rangamati,kaptai,Kaptai Nuton Bazar,4533
4532,Chittagong,Rangamati,kaptai,Kaptai Project,4532
4580,Chittagong,Rangamati,Longachh,Longachh,4580
4590,Chittagong,Rangamati,Marishya,Marishya,4590
4520,Chittagong,Rangamati,Naniachhar,Nanichhar,4520
4540,Chittagong,Rangamati,Rajsthali,Rajsthali,4540
4500,Chittagong,Rangamati,Rangamati Sadar,Rangamati Sadar,4500
5270,Rangpur,Dinajpur,Bangla Hili,Bangla Hili,5270
5210,Rangpur,Dinajpur,Biral,Biral,5210
5266,Rangpur,Dinajpur,Mohakhali,Birampur,5266
5220,Rangpur,Dinajpur,Birganj,Birganj,5220
5240,Rangpur,Dinajpur,Chirirbandar,Chirirbandar,5240
5241,Rangpur,Dinajpur,Chirirbandar,Ranirbandar,5241
5201,Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Rajbari,5201
5200,Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,5200
5230,Rangpur,Dinajpur,Khansama,Khansama,5230
5231,Rangpur,Dinajpur,Khansama,Pakarhat,5231
5226,Rangpur,Dinajpur,Maharajganj,Maharajganj,5226
5281,Rangpur,Dinajpur,Nawabganj,Daudpur,5281
5282,Rangpur,Dinajpur,Nawabganj,Gopalpur,5282
5280,Rangpur,Dinajpur,Nawabganj,Nawabganj,5280
5291,Rangpur,Dinajpur,Ghoraghat,Ghoraghat,5291
5290,Rangpur,Dinajpur,Ghoraghat,Osmanpur,5290
5250,Rangpur,Dinajpur,Parbatipur,Parbatipur,5250
5260,Rangpur,Dinajpur,Phulbari,Phulbari,5260
5216,Rangpur,Dinajpur,Setabganj,Setabganj,5216
5750,Rangpur,Gaibandha,Bonarpara,Bonarpara,5750
5751,Rangpur,Gaibandha,Bonarpara,saghata,5751
